booking_id,customer_id,returning_customer,customer_age,tour_id,departure_id,tour_name,location,region,tour_type,customer_origin,booking_segment,booking_channel,booking_stage,unit_price_vnd,adults,children,infants,participants,booking_date,travel_start,travel_end,season,weather_condition,status,post_tour_rating,revenue_vnd,total_cost_vnd,profit_vnd
B001696,CUST01380,False,39,T152,T152_SH_Co_220521_0289,Tour Hạ Long 1N1Đ - Cultural,Hạ Long,Bắc Bộ,Cultural,Domestic,Couple,Website,Normal,500000,2,0,0,2,2022-04-28,2022-05-21,2022-05-21,Summer,Sunny,Completed,3.7,1000000,800000,200000
B001697,CUST01381,False,43,T293,T293_SH_Fo_240830_0038,Tour Hà Giang 2N1Đ - Adventure,Hà Giang,Bắc Bộ,Adventure,Foreign,Foreign,Hotline,Normal,1010000,3,0,0,3,2024-08-06,2024-08-30,2024-08-31,Summer,Rainy,Cancelled,,0,0,0
B001698,CUST01382,False,30,T350,T350_SH_So_230802_0005,Tour Đà Lạt 4N3Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Solo,OTA,Normal,1450000,1,0,0,1,2023-07-19,2023-08-02,2023-08-05,Summer,Sunny,Completed,3.9,1450000,1090000,360000
B001699,CUST01383,False,40,T046,T046_PV_Co_241019_001698,Tour Sa Pa 5N4Đ - Adventure,Sa Pa,Bắc Bộ,Adventure,Domestic,Corporate,Agent,Normal,2520000,29,0,0,29,2024-09-21,2024-10-19,2024-10-23,Autumn,Cloudy,Completed,4.6,73080000,49620000,23460000
B001700,CUST01057,True,30,T019,T019_SH_Fa_240728_0009,Tour Phú Quốc 5N4Đ - Beach,Phú Quốc,Nam Bộ,Beach,Domestic,Family,Website,Early,2400000,5,3,0,8,2024-06-26,2024-07-28,2024-08-01,Summer,Rainy,Completed,3.5,16320000,13170000,3150000
B001701,CUST01384,False,23,T012,T012_SH_Gr_231215_0215,Tour Cần Thơ 5N4Đ - Cultural,Cần Thơ,Nam Bộ,Cultural,Domestic,Group,Hotline,Normal,2240000,12,0,0,12,2023-11-20,2023-12-15,2023-12-19,Winter,Sunny,Completed,4.9,26880000,18710000,8170000
B001702,CUST01385,False,39,T036,T036_SH_Co_230206_0035,Tour Đà Nẵng 2N1Đ - Beach,Đà Nẵng,Nam Trung Bộ,Beach,Domestic,Couple,OTA,Normal,1060000,2,0,0,2,2023-01-19,2023-02-06,2023-02-07,Spring,Cloudy,Completed,4.1,2120000,1500000,620000
B001703,CUST01386,False,43,T288,T288_SH_Fo_230503_0119,Tour Huế 1N1Đ - Cultural,Huế,Bắc Trung Bộ,Cultural,Foreign,Foreign,OTA,Normal,500000,2,0,0,2,2023-04-17,2023-05-03,2023-05-03,Summer,Sunny,Completed,5.0,1000000,690000,310000
B001704,CUST01387,False,25,T173,T173_SH_So_240831_0028,Tour Hạ Long 2N1Đ - Beach,Hạ Long,Bắc Bộ,Beach,Domestic,Solo,Website,Normal,930000,1,0,0,1,2024-08-15,2024-08-31,2024-09-01,Summer,Sunny,Completed,4.8,930000,650000,280000
B001705,CUST01388,False,41,T295,T295_PV_Co_230125_001704,Tour Bến Tre 3N2Đ - River,Bến Tre,Nam Bộ,River,Domestic,Corporate,Agent,Normal,1400000,16,0,0,16,2022-12-30,2023-01-25,2023-01-27,Winter,Sunny,Completed,3.8,22400000,15470000,6930000
B001706,CUST01389,False,36,T176,T176_SH_Fa_241106_0006,Tour Hà Nội 3N2Đ - Cultural,Hà Nội,Bắc Bộ,Cultural,Domestic,Family,Agent,Normal,1490000,4,2,0,6,2024-10-12,2024-11-06,2024-11-08,Winter,Sunny,Completed,4.9,7750000,5560000,2190000
B001707,CUST01390,False,20,T099,T099_SH_Gr_240822_0194,Tour Mũi Né 2N1Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Group,Agent,Normal,1430000,10,0,0,10,2024-07-30,2024-08-22,2024-08-23,Summer,Rainy,Completed,4.0,14300000,10810000,3490000
B001708,CUST01391,False,28,T120,T120_SH_Co_240527_0307,Tour Cần Thơ 1N1Đ - River,Cần Thơ,Nam Bộ,River,Domestic,Couple,Website,Normal,500000,2,0,0,2,2024-05-04,2024-05-27,2024-05-27,Summer,Cloudy,Completed,5.0,1000000,730000,270000
B001709,CUST01392,False,32,T260,T260_SH_Fo_240213_0185,Tour Hà Nội 4N3Đ - City,Hà Nội,Bắc Bộ,City,Foreign,Foreign,Social,Normal,1850000,4,0,0,4,2024-01-31,2024-02-13,2024-02-16,Spring,Sunny,Completed,4.3,7400000,5140000,2260000
B001710,CUST01393,False,30,T244,T244_SH_So_221231_0214,Tour Vũng Tàu 4N3Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Solo,Social,Normal,2820000,1,0,0,1,2022-12-17,2022-12-31,2023-01-03,Winter,Sunny,Completed,4.7,2820000,2220000,600000
B001711,CUST00081,True,44,T105,T105_PV_Co_231216_001710,Tour Hà Giang 3N2Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Corporate,Website,Normal,1760000,17,0,0,17,2023-11-25,2023-12-16,2023-12-18,Winter,Sunny,Completed,4.1,29920000,21910000,8010000
B001712,CUST01394,False,38,T245,T245_PV_Fa_220316_001711,Tour Đà Nẵng 1N1Đ - City,Đà Nẵng,Nam Trung Bộ,City,Domestic,Family,OTA,Normal,580000,9,6,0,15,2022-02-21,2022-03-16,2022-03-16,Spring,Sunny,Completed,4.4,7310000,5900000,1410000
B001713,CUST01395,False,28,T084,T084_SH_Gr_230226_0406,Tour Vũng Tàu 2N1Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Group,Hotline,Normal,1370000,6,0,0,6,2023-02-05,2023-02-26,2023-02-27,Spring,Sunny,Completed,3.8,8220000,5490000,2730000
B001714,CUST01396,False,33,T335,T335_SH_Co_230212_0109,Tour Cần Thơ 1N1Đ - River,Cần Thơ,Nam Bộ,River,Domestic,Couple,Website,Normal,500000,2,0,0,2,2023-01-27,2023-02-12,2023-02-12,Spring,Sunny,Completed,4.4,1000000,790000,210000
B001715,CUST01397,False,38,T102,T102_SH_Fo_240802_0019,Tour Bến Tre 2N1Đ - Cultural,Bến Tre,Nam Bộ,Cultural,Foreign,Foreign,Agent,Normal,860000,2,0,0,2,2024-07-22,2024-08-02,2024-08-03,Summer,Storm,Cancelled,,0,0,0
B001716,CUST01398,False,23,T097,T097_SH_So_220712_0012,Tour Hà Nội 4N3Đ - Mountain,Hà Nội,Bắc Bộ,Mountain,Domestic,Solo,Agent,Normal,1750000,1,0,0,1,2022-06-21,2022-07-12,2022-07-15,Summer,Sunny,Completed,4.4,1750000,1230000,520000
B001717,CUST01399,False,36,T354,T354_PV_Co_240922_001716,Tour Đà Nẵng 3N2Đ - Beach,Đà Nẵng,Nam Trung Bộ,Beach,Domestic,Corporate,Social,Normal,1420000,22,0,0,22,2024-08-30,2024-09-22,2024-09-24,Autumn,Sunny,Completed,3.7,31240000,23060000,8180000
B001718,CUST00622,True,54,T074,T074_SH_Fa_220101_0173,Tour Phú Quốc 5N4Đ - Beach,Phú Quốc,Nam Bộ,Beach,Domestic,Family,Website,Early,2360000,4,3,0,7,2021-12-29,2022-01-01,2022-01-05,Winter,Sunny,Completed,5.0,13690000,10180000,3510000
B001719,CUST01400,False,30,T106,T106_SH_Gr_241129_0515,Tour Đà Lạt 3N2Đ - Adventure,Đà Lạt,Tây Nguyên,Adventure,Domestic,Group,Agent,Normal,1280000,11,0,0,11,2024-11-14,2024-11-29,2024-12-01,Winter,Sunny,Completed,3.9,14080000,9820000,4260000
B001720,CUST01238,True,29,T147,T147_SH_Co_230119_0383,Tour Ninh Bình 4N3Đ - Cultural,Ninh Bình,Bắc Bộ,Cultural,Domestic,Couple,Website,Normal,1340000,2,0,0,2,2022-12-30,2023-01-19,2023-01-22,Winter,Sunny,Completed,3.3,2680000,1970000,710000
B001721,CUST01401,False,44,T111,T111_SH_Fo_220523_0043,Tour Huế 2N1Đ - Cultural,Huế,Bắc Trung Bộ,Cultural,Foreign,Foreign,Social,Normal,1120000,4,0,0,4,2022-05-07,2022-05-23,2022-05-24,Summer,Sunny,Completed,3.9,4480000,3010000,1470000
B001722,CUST01402,False,32,T242,T242_SH_So_230310_0217,Tour Đà Lạt 7N6Đ - Adventure,Đà Lạt,Tây Nguyên,Adventure,Domestic,Solo,OTA,Late,2560000,1,0,0,1,2023-03-03,2023-03-10,2023-03-16,Spring,Sunny,Completed,4.3,2560000,2010000,550000
B001723,CUST01403,False,37,T295,T295_PV_Co_221029_001722,Tour Bến Tre 3N2Đ - River,Bến Tre,Nam Bộ,River,Domestic,Corporate,Website,Early,1330000,19,0,0,19,2022-09-26,2022-10-29,2022-10-31,Autumn,Rainy,Completed,4.0,25270000,20130000,5140000
B001724,CUST00832,True,43,T252,T252_SH_Fa_241006_0127,Tour Cần Thơ 4N3Đ - City,Cần Thơ,Nam Bộ,City,Domestic,Family,Website,Early,1550000,4,2,0,6,2024-09-04,2024-10-06,2024-10-09,Autumn,Rainy,Completed,3.0,8060000,5910000,2150000
B001725,CUST01000,True,29,T150,T150_SH_Gr_240820_0504,Tour Vũng Tàu 2N1Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Group,Website,Normal,1460000,5,0,0,5,2024-07-29,2024-08-20,2024-08-21,Summer,Rainy,Completed,3.1,7300000,5040000,2260000
B001726,CUST01404,False,38,T164,T164_SH_Co_230923_0257,Tour Sa Pa 2N1Đ - Mountain,Sa Pa,Bắc Bộ,Mountain,Domestic,Couple,OTA,Normal,940000,2,0,0,2,2023-09-02,2023-09-23,2023-09-24,Autumn,Sunny,Completed,4.3,1880000,1440000,440000
B001727,CUST01405,False,25,T224,T224_SH_Fo_230217_0202,Tour Mũi Né 8N7Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Foreign,Foreign,OTA,Normal,4260000,3,0,0,3,2023-02-08,2023-02-17,2023-02-24,Spring,Cloudy,Completed,4.3,12780000,8270000,4510000
B001728,CUST01406,False,29,T304,T304_SH_So_230719_0019,Tour Vũng Tàu 2N1Đ - City,Vũng Tàu,Nam Bộ,City,Domestic,Solo,Hotline,Normal,1060000,1,0,0,1,2023-06-27,2023-07-19,2023-07-20,Summer,Cloudy,Completed,4.4,1060000,850000,210000
B001729,CUST01407,False,40,T180,T180_PV_Co_240131_001728,Tour Phú Quốc 3N2Đ - Adventure,Phú Quốc,Nam Bộ,Adventure,Domestic,Corporate,Agent,Early,1400000,27,0,0,27,2023-12-18,2024-01-31,2024-02-02,Winter,Cloudy,Completed,4.6,37800000,28980000,8820000
B001730,CUST01408,False,40,T148,T148_SH_Fa_241025_0148,Tour Hà Nội 2N1Đ - City,Hà Nội,Bắc Bộ,City,Domestic,Family,OTA,Early,650000,2,1,0,3,2024-09-16,2024-10-25,2024-10-26,Autumn,Rainy,Completed,3.5,1690000,1190000,500000
B001731,CUST01409,False,31,T348,T348_SH_Gr_220405_0104,Tour Mũi Né 2N1Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Group,Agent,Normal,870000,9,0,0,9,2022-03-13,2022-04-05,2022-04-06,Spring,Cloudy,Completed,5.0,7830000,5850000,1980000
B001732,CUST01410,False,25,T158,T158_SH_Co_220719_0196,Tour Nha Trang 1N1Đ - Beach,Nha Trang,Nam Trung Bộ,Beach,Domestic,Couple,Social,Normal,690000,2,0,0,2,2022-07-08,2022-07-19,2022-07-19,Summer,Cloudy,Completed,3.8,1380000,1000000,380000
B001733,CUST00006,True,57,T047,T047_SH_Fo_231219_0158,Tour Mũi Né 2N1Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Foreign,Foreign,OTA,Normal,1010000,3,0,0,3,2023-11-29,2023-12-19,2023-12-20,Winter,Sunny,Completed,3.9,3030000,2090000,940000
B001734,CUST01411,False,25,T083,T083_SH_So_230524_0091,Tour Hội An 1N1Đ - Beach,Hội An,Bắc Trung Bộ,Beach,Domestic,Solo,OTA,Normal,540000,1,0,0,1,2023-05-10,2023-05-24,2023-05-24,Summer,Sunny,Completed,3.4,540000,380000,160000
B001735,CUST01412,False,33,T224,T224_PV_Co_240709_001734,Tour Mũi Né 8N7Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Corporate,OTA,Early,5020000,12,0,0,12,2024-05-31,2024-07-09,2024-07-16,Summer,Sunny,Completed,4.2,60240000,48580000,11660000
B001736,CUST01413,False,40,T124,T124_SH_Fa_230127_0212,Tour Quảng Bình 4N3Đ - Adventure,Quảng Bình,Bắc Trung Bộ,Adventure,Domestic,Family,OTA,Early,1750000,3,2,0,5,2022-12-18,2023-01-27,2023-01-30,Winter,Sunny,Completed,3.9,7350000,5180000,2170000
B001737,CUST01414,False,25,T084,T084_SH_Gr_230305_0267,Tour Vũng Tàu 2N1Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Group,Agent,Normal,1400000,9,0,0,9,2023-02-11,2023-03-05,2023-03-06,Spring,Sunny,Completed,4.3,12600000,9870000,2730000
B001738,CUST01415,False,31,T299,T299_SH_Co_220310_0419,Tour Hạ Long 2N1Đ - Cruise,Hạ Long,Bắc Bộ,Cruise,Domestic,Couple,OTA,Normal,880000,2,0,0,2,2022-02-10,2022-03-10,2022-03-11,Spring,Sunny,Completed,3.6,1760000,1220000,540000
B001739,CUST01416,False,41,T146,T146_SH_Fo_230109_0169,Tour Bến Tre 1N1Đ - River,Bến Tre,Nam Bộ,River,Foreign,Foreign,OTA,Normal,500000,4,0,0,4,2022-12-16,2023-01-09,2023-01-09,Winter,Cloudy,Completed,4.1,2000000,1370000,630000
B001740,CUST01417,False,32,T089,T089_SH_So_240108_0097,Tour TP.HCM 2N1Đ - City,TP.HCM,Nam Bộ,City,Domestic,Solo,Agent,Late,760000,1,0,0,1,2024-01-02,2024-01-08,2024-01-09,Winter,Sunny,Completed,4.1,760000,580000,180000
B001741,CUST01418,False,44,T170,T170_PV_Co_220926_001740,Tour Đà Lạt 3N2Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Corporate,Website,Early,1520000,27,0,0,27,2022-08-28,2022-09-26,2022-09-28,Autumn,Cloudy,Completed,5.0,41040000,28280000,12760000
B001742,CUST01419,False,49,T311,T311_SH_Fa_231231_0037,Tour Hà Giang 4N3Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Family,OTA,Early,1420000,3,2,0,5,2023-12-03,2023-12-31,2024-01-03,Winter,Sunny,Completed,3.8,5960000,4320000,1640000
B001743,CUST01420,False,23,T061,T061_SH_Gr_221204_0530,Tour Ninh Bình 4N3Đ - Cultural,Ninh Bình,Bắc Bộ,Cultural,Domestic,Group,Website,Normal,1380000,5,0,0,5,2022-11-04,2022-12-04,2022-12-07,Winter,Sunny,Completed,4.6,6900000,5040000,1860000
B001744,CUST01421,False,27,T177,T177_SH_Co_230708_0204,Tour Hà Giang 2N1Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Couple,OTA,Normal,920000,2,0,0,2,2023-06-21,2023-07-08,2023-07-09,Summer,Sunny,Completed,5.0,1840000,1230000,610000
B001745,CUST01422,False,37,T194,T194_SH_Fo_231013_0036,Tour Hà Giang 2N1Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Foreign,Foreign,OTA,Late,970000,2,0,0,2,2023-10-07,2023-10-13,2023-10-14,Autumn,Cloudy,Completed,4.2,1940000,1450000,490000
B001746,CUST01423,False,33,T083,T083_SH_So_230524_0091,Tour Hội An 1N1Đ - Beach,Hội An,Bắc Trung Bộ,Beach,Domestic,Solo,OTA,Normal,540000,1,0,0,1,2023-05-11,2023-05-24,2023-05-24,Summer,Sunny,Completed,3.9,540000,360000,180000
B001747,CUST01424,False,36,T086,T086_PV_Co_231217_001746,Tour Hà Giang 2N1Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Corporate,Agent,Normal,1030000,20,0,0,20,2023-11-20,2023-12-17,2023-12-18,Winter,Sunny,Completed,4.5,20600000,15560000,5040000
B001748,CUST01425,False,54,T175,T175_SH_Fa_240212_0206,Tour Hội An 3N2Đ - Cultural,Hội An,Bắc Trung Bộ,Cultural,Domestic,Family,Website,Normal,1120000,5,2,0,7,2024-01-18,2024-02-12,2024-02-14,Spring,Sunny,Completed,4.5,6940000,5020000,1920000
B001749,CUST01426,False,22,T055,T055_SH_Gr_221008_0279,Tour Sa Pa 2N1Đ - Adventure,Sa Pa,Bắc Bộ,Adventure,Domestic,Group,OTA,Normal,970000,9,0,0,9,2022-09-16,2022-10-08,2022-10-09,Autumn,Sunny,Completed,4.0,8730000,6870000,1860000
B001750,CUST01427,False,36,T155,T155_SH_Co_230622_0326,Tour Đà Lạt 2N1Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Couple,OTA,Normal,670000,2,0,0,2,2023-05-25,2023-06-22,2023-06-23,Summer,Sunny,Completed,5.0,1340000,1040000,300000
B001751,CUST01428,False,53,T097,T097_SH_Fo_230921_0098,Tour Hà Nội 4N3Đ - Mountain,Hà Nội,Bắc Bộ,Mountain,Foreign,Foreign,Website,Late,1520000,2,0,0,2,2023-09-19,2023-09-21,2023-09-24,Autumn,Sunny,Completed,3.7,3040000,2350000,690000
B001752,CUST01429,False,25,T102,T102_SH_So_230702_0126,Tour Bến Tre 2N1Đ - Cultural,Bến Tre,Nam Bộ,Cultural,Domestic,Solo,Agent,Normal,1180000,1,0,0,1,2023-06-17,2023-07-02,2023-07-03,Summer,Cloudy,Completed,4.4,1180000,910000,270000
B001753,CUST00271,True,43,T156,T156_PV_Co_230613_001752,Tour Huế 5N4Đ - Cultural,Huế,Bắc Trung Bộ,Cultural,Domestic,Corporate,Agent,Early,2160000,24,0,0,24,2023-04-30,2023-06-13,2023-06-17,Summer,Sunny,Completed,4.1,51840000,38650000,13190000
B001754,CUST01430,False,35,T349,T349_PV_Fa_220613_001753,Tour Cần Thơ 3N2Đ - River,Cần Thơ,Nam Bộ,River,Domestic,Family,Website,Early,1910000,8,5,0,13,2022-05-14,2022-06-13,2022-06-15,Summer,Sunny,Completed,4.3,21010000,15770000,5240000
B001755,CUST01431,False,23,T297,T297_SH_Gr_220531_0337,Tour Đà Nẵng 3N2Đ - Beach,Đà Nẵng,Nam Trung Bộ,Beach,Domestic,Group,Agent,Early,1620000,5,0,0,5,2022-05-02,2022-05-31,2022-06-02,Summer,Sunny,Completed,3.7,8100000,5650000,2450000
B001756,CUST01432,False,36,T246,T246_SH_Co_241113_0394,Tour Hà Giang 6N5Đ - Adventure,Hà Giang,Bắc Bộ,Adventure,Domestic,Couple,Website,Normal,2880000,2,0,0,2,2024-10-28,2024-11-13,2024-11-18,Winter,Sunny,Completed,4.2,5760000,4210000,1550000
B001757,CUST01433,False,34,T296,T296_SH_Fo_241208_0155,Tour Mũi Né 2N1Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Foreign,Foreign,Website,Normal,1140000,3,0,0,3,2024-11-26,2024-12-08,2024-12-09,Winter,Sunny,Completed,4.9,3420000,2570000,850000
B001758,CUST01434,False,30,T012,T012_SH_So_240210_0092,Tour Cần Thơ 5N4Đ - Cultural,Cần Thơ,Nam Bộ,Cultural,Domestic,Solo,Agent,Normal,2070000,1,0,0,1,2024-01-15,2024-02-10,2024-02-14,Spring,Sunny,Completed,3.9,2070000,1660000,410000
B001759,CUST01435,False,36,T069,T069_PV_Co_240514_001758,Tour Nha Trang 2N1Đ - Cultural,Nha Trang,Nam Trung Bộ,Cultural,Domestic,Corporate,OTA,Early,970000,27,0,0,27,2024-04-10,2024-05-14,2024-05-15,Summer,Sunny,Completed,4.0,26190000,18170000,8020000
B001760,CUST01436,False,33,T290,T290_SH_Fa_231229_0230,Tour Sa Pa 3N2Đ - Adventure,Sa Pa,Bắc Bộ,Adventure,Domestic,Family,Social,Normal,1070000,2,1,0,3,2023-12-10,2023-12-29,2023-12-31,Winter,Storm,Cancelled,,0,0,0
B001761,CUST00320,True,26,T113,T113_SH_Gr_240402_0149,Tour Mũi Né 4N3Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Group,OTA,Normal,2540000,11,0,0,11,2024-03-12,2024-04-02,2024-04-05,Spring,Sunny,Completed,4.3,27940000,19470000,8470000
B001762,CUST01437,False,28,T151,T151_SH_Co_240713_0175,Tour Huế 3N2Đ - Cultural,Huế,Bắc Trung Bộ,Cultural,Domestic,Couple,Social,Normal,1250000,2,0,0,2,2024-06-23,2024-07-13,2024-07-15,Summer,Cloudy,Completed,4.3,2500000,1940000,560000
B001763,CUST01438,False,41,T278,T278_SH_Fo_230803_0209,Tour Hà Nội 1N1Đ - City,Hà Nội,Bắc Bộ,City,Foreign,Foreign,OTA,Normal,500000,2,0,0,2,2023-07-15,2023-08-03,2023-08-03,Summer,Sunny,Completed,5.0,1000000,690000,310000
B001764,CUST01439,False,30,T080,T080_SH_So_230508_0141,Tour Vũng Tàu 2N1Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Solo,OTA,Normal,1080000,1,0,0,1,2023-04-22,2023-05-08,2023-05-09,Summer,Sunny,Completed,4.5,1080000,790000,290000
B001765,CUST00347,True,26,T001,T001_PV_Co_240423_001764,Tour Ninh Bình 3N2Đ - Cultural,Ninh Bình,Bắc Bộ,Cultural,Domestic,Corporate,Website,Normal,1490000,19,0,0,19,2024-04-01,2024-04-23,2024-04-25,Spring,Cloudy,Completed,4.4,28310000,22770000,5540000
B001766,CUST01440,False,37,T195,T195_PV_Fa_241010_001765,Tour Đà Lạt 4N3Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Family,Website,Normal,1930000,7,5,0,12,2024-09-18,2024-10-10,2024-10-13,Autumn,Rainy,Cancelled,,0,0,0
B001767,CUST00215,True,22,T070,T070_SH_Gr_240412_0535,Tour Hà Nội 4N3Đ - City,Hà Nội,Bắc Bộ,City,Domestic,Group,OTA,Normal,1760000,5,0,0,5,2024-03-20,2024-04-12,2024-04-15,Spring,Sunny,Completed,4.6,8800000,6000000,2800000
B001768,CUST01441,False,34,T068,T068_SH_Co_220428_0420,Tour Hà Giang 1N1Đ - Cultural,Hà Giang,Bắc Bộ,Cultural,Domestic,Couple,Website,Normal,500000,2,0,0,2,2022-04-09,2022-04-28,2022-04-28,Spring,Sunny,Completed,4.1,1000000,790000,210000
B001769,CUST01442,False,48,T303,T303_SH_Fo_231201_0013,Tour Bến Tre 4N3Đ - City,Bến Tre,Nam Bộ,City,Foreign,Foreign,Website,Normal,1380000,4,0,0,4,2023-11-11,2023-12-01,2023-12-04,Winter,Sunny,Completed,4.2,5520000,3660000,1860000
B001770,CUST01443,False,27,T237,T237_SH_So_240304_0089,Tour Bến Tre 2N1Đ - River,Bến Tre,Nam Bộ,River,Domestic,Solo,OTA,Late,1030000,1,0,0,1,2024-02-26,2024-03-04,2024-03-05,Spring,Sunny,Completed,3.8,1030000,760000,270000
B001771,CUST01444,False,45,T325,T325_PV_Co_230304_001770,Tour Huế 3N2Đ - City,Huế,Bắc Trung Bộ,City,Domestic,Corporate,OTA,Early,1120000,14,0,0,14,2023-01-28,2023-03-04,2023-03-06,Spring,Sunny,Completed,5.0,15680000,10380000,5300000
B001772,CUST01445,False,32,T133,T133_PV_Fa_230103_001771,Tour Sa Pa 4N3Đ - Adventure,Sa Pa,Bắc Bộ,Adventure,Domestic,Family,OTA,Normal,2430000,7,3,0,10,2022-12-05,2023-01-03,2023-01-06,Winter,Cloudy,Completed,3.8,21380000,16350000,5030000
B001773,CUST01153,True,32,T344,T344_SH_Gr_241109_0073,Tour Cần Thơ 2N1Đ - River,Cần Thơ,Nam Bộ,River,Domestic,Group,Agent,Normal,690000,8,0,0,8,2024-10-23,2024-11-09,2024-11-10,Winter,Sunny,Completed,4.5,5520000,4240000,1280000
B001774,CUST01446,False,34,T015,T015_SH_Co_220208_0446,Tour TP.HCM 6N5Đ - City,TP.HCM,Nam Bộ,City,Domestic,Couple,Agent,Normal,2430000,2,0,0,2,2022-01-12,2022-02-08,2022-02-13,Spring,Cloudy,Completed,3.6,4860000,3270000,1590000
B001775,CUST01112,True,31,T270,T270_SH_Fo_230210_0056,Tour Quảng Bình 3N2Đ - Adventure,Quảng Bình,Bắc Trung Bộ,Adventure,Foreign,Foreign,Website,Normal,1490000,4,0,0,4,2023-01-19,2023-02-10,2023-02-12,Spring,Sunny,Completed,5.0,5960000,4400000,1560000
B001776,CUST01447,False,32,T028,T028_SH_So_230518_0206,Tour TP.HCM 2N1Đ - City,TP.HCM,Nam Bộ,City,Domestic,Solo,Website,Normal,780000,1,0,0,1,2023-05-04,2023-05-18,2023-05-19,Summer,Cloudy,Completed,4.3,780000,620000,160000
B001777,CUST01448,False,36,T034,T034_PV_Co_240308_001776,Tour Sa Pa 3N2Đ - Mountain,Sa Pa,Bắc Bộ,Mountain,Domestic,Corporate,OTA,Early,1620000,25,0,0,25,2024-02-01,2024-03-08,2024-03-10,Spring,Sunny,Completed,4.7,40500000,31050000,9450000
B001778,CUST00021,True,55,T153,T153_SH_Fa_230204_0168,Tour Phú Quốc 2N1Đ - Beach,Phú Quốc,Nam Bộ,Beach,Domestic,Family,OTA,Normal,1190000,3,2,0,5,2023-01-06,2023-02-04,2023-02-05,Spring,Cloudy,Completed,4.5,5000000,3450000,1550000
B001779,CUST01449,False,25,T140,T140_SH_Gr_230723_0011,Tour Quảng Bình 1N1Đ - Adventure,Quảng Bình,Bắc Trung Bộ,Adventure,Domestic,Group,Hotline,Late,500000,5,0,0,5,2023-07-14,2023-07-23,2023-07-23,Summer,Sunny,Completed,4.7,2500000,1790000,710000
B001780,CUST01450,False,26,T235,T235_SH_Co_230420_0243,Tour Huế 2N1Đ - Cultural,Huế,Bắc Trung Bộ,Cultural,Domestic,Couple,OTA,Normal,750000,2,0,0,2,2023-04-06,2023-04-20,2023-04-21,Spring,Sunny,Completed,4.9,1500000,1180000,320000
B001781,CUST01451,False,26,T087,T087_SH_Fo_240919_0195,Tour Cần Thơ 3N2Đ - Cultural,Cần Thơ,Nam Bộ,Cultural,Foreign,Foreign,Social,Normal,1600000,2,0,0,2,2024-09-02,2024-09-19,2024-09-21,Autumn,Sunny,Completed,4.2,3200000,2450000,750000
B001782,CUST01452,False,24,T068,T068_SH_So_240911_0102,Tour Hà Giang 1N1Đ - Cultural,Hà Giang,Bắc Bộ,Cultural,Domestic,Solo,OTA,Normal,500000,1,0,0,1,2024-08-28,2024-09-11,2024-09-11,Autumn,Sunny,Completed,3.9,500000,390000,110000
B001783,CUST01453,False,28,T358,T358_PV_Co_241121_001782,Tour Đà Lạt 5N4Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Corporate,Website,Normal,2540000,24,0,0,24,2024-11-06,2024-11-21,2024-11-25,Winter,Sunny,Completed,4.4,60960000,48610000,12350000
B001784,CUST01454,False,38,T204,T204_SH_Fa_240218_0186,Tour Hạ Long 3N2Đ - Cruise,Hạ Long,Bắc Bộ,Cruise,Domestic,Family,Agent,Early,1760000,4,2,0,6,2024-01-07,2024-02-18,2024-02-20,Spring,Sunny,Completed,4.6,9150000,6460000,2690000
B001785,CUST00097,True,28,T119,T119_SH_Gr_240208_0415,Tour Cần Thơ 3N2Đ - City,Cần Thơ,Nam Bộ,City,Domestic,Group,Website,Early,1690000,7,0,0,7,2024-01-08,2024-02-08,2024-02-10,Spring,Rainy,Completed,2.4,11830000,7890000,3940000
B001786,CUST01455,False,36,T347,T347_SH_Co_221130_0014,Tour Hà Giang 3N2Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Couple,OTA,Normal,1250000,2,0,0,2,2022-11-09,2022-11-30,2022-12-02,Winter,Sunny,Completed,3.8,2500000,1890000,610000
